electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,postcode,address,region,country,commissioning_date,solar_mounting_type,chp,capacity_individual_turbine,number_of_turbines,site_name,uk_beis_id,operator,comment,Affected_1m,Affected_2m,Affected_3m,Priority_Score,Priority_Save
5.2,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC14,-1.44263706091957,54.7204163741247,Durham,,"Trimdon Grange, County Durham",North East,England,2008/10/07,,,1.3,4,Trimdon Grange,4690,Cumbria Wind Farms,,0,0,0,0.0,0
5.2,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC14,-1.43485021690939,54.7221776869252,Durham,,Southern Law FarmTrimdon Grange,North East,England,2008/10/07,,,1.3,4,Southern Law,3223,EDF Energy,,0,0,0,0.0,0
10.0,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK3,UKK30,-5.18746224197741,50.1799055978514,Cornwall,TR3 7BY,"Carn Vean, Tretheague Mill, Stithians, Truro, Cornwall",South West,England,2008/10/30,,,2.0,5,Carn Vean,3077,,,0,0,0,0.0,0
15.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN12,-6.56486808625269,55.0017572028854,Co. Antrim,,"Garves Mountain Farm, Tullaghans Road(access adjacent to no. 91), Dunloy.Ballymoney",Northern Ireland,Northern Ireland,2009/01/01,,,3.0,5,Garves Mountain Farm,3191,Gravis Capital Management,,0,0,0,0.0,0
10.0,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD7,UKD73,-3.00495827833394,53.4495980187243,Merseyside,,"Alexandra Dock, Port of Liverpool, Regent Road, Bootle",North West,England,2009/01/02,,,2.5,4,Port of Liverpool - wind,3533,Mersey Docks and Harbour Company,,0,0,0,0.0,0
15.6,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL2,UKL24,-3.5791911298923,52.5423063040594,Powys,,"Cwm Cledan, Carno, Powys",Wales,Wales,2009/01/03,,,1.3,12,"Carno 'A'and 'B' Wind Farm, (Extension)",3277,RWE npower,,0,0,0,0.0,0
6.0,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD11,-3.4968120626063,54.6423486973439,Cumbria,,Winscales Moor,North West,England,2009/01/05,,,0.85,7,Winscales Moor,2986,Gravis Capital Management,,0,0,0,0.0,0
24.0,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC14,-1.81502967506884,54.7637923717318,Durham,,"Land to the north of Tow Law, Co Durham",North East,England,2009/01/05,,,2.0,12,West Durham Wind Farm,2955,ESBI,,0,0,0,0.0,0
4.6,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.58113011404577,57.6261675931099,Grampian,,Strath of BrydockAlvahBanff,Scotland,Scotland,2009/01/06,,,1.3,2,Strath of Brydock,2922,Green Cat Renewables,,0,0,0,0.0,0
59.8,Renewable energy,Wind,,Onshore,BEIS,UKJ,UKJ4,UKJ44,0.82273678248934,50.9638231135346,Kent,,"Little Cheyne Court, Romney MarshNear LyddKent",South East,England,2009/01/06,,,2.3,26,Little Cheyne Court Wind Farm,3096,RWE npower,,1,0,1,59.8,1
3.2,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL14,-5.01279581880328,51.7200324756467,Dyfed,SA7 1,"Steynton, Pembroke, Dyfed",Wales,Wales,2009/01/06,,,0.8,4,Castle Pill - Repowering,3313,John Laing Environmental Assets Group,,0,0,0,0.0,0
6.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-3.98234880867296,55.6959302142972,Strathclyde,,"Land at Lochhead Farm, Stonehouse",Scotland,Scotland,2009/01/07,,,2.0,3,Lochhead Farm,3453,A7 Energy / Green Energy,,0,0,0,0.0,0
4.6,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-4.24815123208529,57.7882261766698,Highland,,"Beinn Tharsuinn Wind Farm, Edderton, Highland.",Scotland,Scotland,2009/01/07,,,2.3,2,Beinn Tharsuinn Extension (Beinn nan Oighrean),2991,Midefearn Renewables,,0,0,0,0.0,0
16.0,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE13,-0.66719759008689,53.6277046185912,Humberside,,2km East of Flixborough,Yorkshire and Humber,England,2009/01/07,,,2.0,8,Bagmoor,2928,Munich Re (previously Wind Prospect),,0,0,0,0.0,0
9.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.69557980045185,54.5471342552116,Co. Fermanagh,,"Lack, Tappaghan Mountains, Northern Ireland",Northern Ireland,Northern Ireland,2009/01/07,,,1.5,6,Tappaghan Extension,4688,Greencoat UK Wind,,0,0,0,0.0,0
38.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM91,-2.82746944297256,55.6691610656828,Borders,,Stow,Scotland,Scotland,2009/01/09,,,2.0,19,Longpark,3605,Wind Prospect,,0,0,0,0.0,0
2.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM65,-3.14921629315873,59.1175527745785,Orkney Islands,,"Evie, Orkney",Scotland,Scotland,2009/01/11,,,2.5,1,"Burgar Hill (land Near), Evie",3408,,,0,0,0,0.0,0
8.4,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL14,-4.53374624464048,51.7591810379282,Dyfed,,"Parc Cynog, Pendine, Carms",Wales,Wales,2009/01/11,,,1.3,6,Parc Cynog Extension,2950,Nuon,,0,0,0,0.0,0
2.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.58113011404577,57.6261675931099,Grampian,,"Strath of Brydock, Alvah, Banff",Scotland,Scotland,2009/01/12,,,1.3,1,Strath of Brydock - Extension,2708,Green Cat Renewables,,0,0,0,0.0,0
2.6,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE3,UKE31,-1.37786889275038,53.3875709097985,South Yorkshire,,Advanced Manufacturing ParkWallis WayCatcliffeRotherhamS60 5TZ,Yorkshire and Humber,England,2009/01/20,,,1.3,2,Advanced Manufacturing Research Centre,3028,,,0,0,0,0.0,0
2.0,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF1,UKF15,-1.0757462048876,53.2997522349997,Nottinghamshire,,"Manton Wood, Worksop, Nottinghamshire",East Midlands,England,2009/01/21,,,2.0,1,Worksop - B&Q,3510,Ecotricity,,0,0,0,0.0,0
25.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN12,-6.28571159871942,55.018793079731,Co. Antrim,,"Gruig, Corkey, nr Cloughmills, Co. Antrim",Northern Ireland,Northern Ireland,2009/01/27,,,2.5,10,Gruig Wind Farm,3241,Foresight Group,,0,0,0,0.0,0
8.0,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC14,-1.76071583354709,54.7502177013035,Durham,,Broom Hill FarmWolsingham RoadStanleyCrookDurham,North East,England,2009/02/16,,,2.0,4,Broom Hill Farm,2983,,,0,0,0,0.0,0
30.0,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-0.28852824110778,54.0070761187037,Humberside,,"1.5km west of Lisset, East Yorkshire",Yorkshire and Humber,England,2009/02/20,,,2.5,12,Lissett Airfield Wind Farm,3539,Novera Energy,,0,0,0,0.0,0
2.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.26095841648618,57.3919818849685,Grampian,,MethlickEllonAB41 7HH,Scotland,Scotland,2009/04/06,,,2.3,1,Courtstone Wind Turbine,2782,Private Developer,,0,0,0,0.0,0
6.2,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-3.2015063276496,58.4385191619446,Highland,,"West of Wick, Caithness",Scotland,Scotland,2009/05/20,,,2.05,3,Achairn,3285,Messrs James and Ronald Innes,,0,0,0,0.0,0
2.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.32519909477265,57.4266222642832,Grampian,,St John's WellsFyvieFormartineAberdeenshire,Scotland,Scotland,2009/07/15,,,0.8,3,St John's Well,2999,Green Cat Renewables,,0,0,0,0.0,0
29.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM91,-2.84230443562856,55.7867962992001,Borders,,Dun Law (between Fala and Carfraemill 20 miles S-E of Edinburgh,Scotland,Scotland,2009/09/20,,,0.85,35,Dun Law Extension,3579,Renewable Energy Systems (RES),,0,0,0,0.0,0
30.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.10639999931412,54.508595639579,Co. Tyrone,,Slieve DivenaSixmilecrossBeraghBallygawleyCounty Tyrone,Northern Ireland,Northern Ireland,2009/10/03,,,2.5,12,Slieve Divena Phase 1 Wind Farm,3245,Greencoat (formerly Infinis/SSE),,0,0,0,0.0,0
23.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL14,-4.23798276995795,51.9778069735518,Dyfed,SA39 94P,Pencader Carms.,Wales,Wales,2009/11/30,,,2.3,10,Blaengwen (Re-Submission),4670,Statkraft and Catamount Energy Corporation,,0,0,0,0.0,0
5.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL2,UKL21,-2.96261598112657,51.5665804758963,Gwent,NP14 4XF,"Traston Road, Newport, South Wales",Wales,Wales,2009/12/17,,,2.5,2,Solutia UK Ltd,3034,Solutia / Vestas,,0,0,0,0.0,0
3.2,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.18975438307421,57.4208269732218,Grampian,,SkelmonaeMethlickEllonAB41 7JR,Scotland,Scotland,2009/12/20,,,0.9,4,Skelmonae Wind Farm,3075,Private Developer,,0,0,0,0.0,0
1.5,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH3,UKH34,1.00421488373844,51.8630892787457,Essex,CO7 8DE,"Colchester Main Road, Alresford, Colchester",Eastern,England,2010/01/03,,,1.5,1,Blue Gates Farm,2694,M H Leyland Ltd,,0,0,0,0.0,0
9.2,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL13,-3.40593174041865,53.0254681604854,Clwyd,,"NW Corwen, Gwyddelwern, Corwen, Denbighshire",Wales,Wales,2010/01/03,,,2.3,4,Wern Ddu Wind Farm,3592,Tegni,,0,0,0,0.0,0
8.2,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC2,UKC23,-1.42715764323823,54.8272853065709,Tyne and Wear,,"Hetton, Houghton-le-Spring, Tyne & Wear, DH5 9NL",North East,England,2010/01/03,,,2.0,4,Great Eppleton Farm Repowering,3504,E.ON UK,,0,0,0,0.0,0
1.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM65,-3.09725226733672,58.8412474846787,Orkney Islands,,"Flotta,Westhill, Orkney",Scotland,Scotland,2010/01/06,,,1.75,1,Flotta,4678,Scotwind (Scottish Renewables),,0,0,0,0.0,0
2.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM65,-3.12309255734311,58.8269694065196,Orkney Islands,,"West Hill, Flotta, Orkney",Scotland,Scotland,2010/01/07,,,2.0,1,"West Hill, Flotta",2742,Scotrenewables (Scotland) Ltd,,0,0,0,0.0,0
2.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.05976557453716,57.4063681316404,Grampian,,"Ellon, Aberdeenshire",Scotland,Scotland,2010/01/10,,,0.8,3,Upper Ardgrain Wind Farm,3524,Green Cat Renewables,,0,0,0,0.0,0
12.0,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK3,UKK30,-5.20021263667865,50.050361659211,Cornwall,,"Goonhilly Downs Wind Farm, Bonython Manor, Cury Cross Lanes, Helston, Cornwall, TR12 7BA",South West,England,2010/01/11,,,2.0,6,Goonhilly Downs Wind Farm Repower,3061,REG Windpower (previously  Cornwall Light & Power),,0,0,0,0.0,0
2.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.42404817858428,57.5935931143684,Grampian,AB53 5RP,"Turriff, Aberdeenshire",Scotland,Scotland,2010/01/11,,,2.3,1,Gairnieston Farm,3405,Private Developer,,0,0,0,0.0,0
2.0,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD4,UKD44,-2.78595041194192,53.8882560657333,Lancashire,,"Dew Lay Products LimitedGarstang Pass Road, Garstang, Preston PR3 0PR.",North West,England,2010/01/11,,,2.0,1,Dewlay Cheese Wind Turbine,3078,Dewlay Cheese Company,,0,0,0,0.0,0
14.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM78,-3.61131781137821,55.8163864467551,Lothian,,"West Calder Lothian, EH55",Scotland,Scotland,2010/01/20,,,2.0,7,Pates Hill,3232,Your Energy,,0,0,0,0.0,0
22.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-5.08809761258967,54.8770771688253,Dumfries and Galloway,,North RhinsStranraerDumfries and Galloway,Scotland,Scotland,2010/01/20,,,2.0,11,North Rhins,4508,Greencoat UK Wind,,0,0,0,0.0,0
6.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM91,-3.01755689445398,55.7647767155401,Borders,,Innerleithen,Scotland,Scotland,2010/02/11,,,2.0,3,Carcant Windfarm,3214,Greencoat UK Wind,,0,0,0,0.0,0
6.9,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.10962472768869,57.3108931860697,Grampian,,Hill of FiddesUdny StationCultercullen,Scotland,Scotland,2010/02/20,,,2.3,3,Hill of Fiddes,3968,"Infinis, previously Broadview Energy",,0,0,0,0.0,0
20.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM77,-4.04966462310232,56.0542593815085,Stirling,,"Craigengelt Hill, Stirling",Scotland,Scotland,2010/03/31,,,2.5,8,Craigengelt,2940,Scotia Wind Ltd,,0,0,0,0.0,0
2.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.65182040270031,57.6606661069817,Grampian,AB45 2LR,"Boyndie, Banff, Grampian",Scotland,Scotland,2010/04/01,,,2.3,1,Boyndie Airfield Extension,2691,Boyndie Wind Farm,,0,0,0,0.0,0
19.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM63,-5.21936675971815,56.2186652907269,Strathclyde,,"Dalmally, Strathclyde. PA33   On the eastern shore of Loch Awe",Scotland,Scotland,2010/04/08,,,0.9,23,An Suidhe,3298,RWE npower,,0,0,0,0.0,0
24.0,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE2,UKE22,-0.94802343881455,53.7302749046253,North Yorkshire,,"Newland Wind Farm, Land at Pease Farm, Rushmere Grange, Newland",Yorkshire and Humber,England,2010/04/10,,,2.0,12,Rusholme Wind Farm,3602,EDF/China General Nuclear Power Corporation,,0,0,1,9.600000000000001,0
5.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.04250880280821,57.621927838979,Grampian,,Land Around House O'HillFraserburgh,Scotland,Scotland,2010/04/10,,,1.67,3,House O'Hill,2923,Green Cat Renewables,,0,0,0,0.0,0
15.0,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF1,UKF15,-1.15160191884415,53.1175039144639,Nottinghamshire,,"Lindhurst, South of Mansfield",East Midlands,England,2010/04/11,,,3.0,5,Lindhurst Wind Farm,2938,Npower Renewables,,0,0,0,0.0,0
41.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM63,-6.43220626048781,57.4691270743066,Highland,IV51 9PW,"Cruachan Brinn Mhicaskill, Edinbane, Portree, Highlands",Scotland,Scotland,2010/06/21,,,2.3,18,Edinbane Wind Farm,4674,Vattenfall,,0,0,0,0.0,0
43.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-4.63153027715721,57.5329104843092,Highland,,FairburnMarybank,Scotland,Scotland,2010/07/06,,,2.15,20,Fairburn,4675,Scottish and Southern Energy (SSE),,0,0,0,0.0,0
17.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.21075841490737,56.9639106620001,Grampian,,"Tullo Farm, Laurencekirk, AberdeenshireGarvockLaurencekirk",Scotland,Scotland,2010/07/09,,,2.5,7,Tullo Farm,3190,West Coast Energy (agents for Tullo Wind Ltd and GE Wind),,0,0,0,0.0,0
1.7,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.24104076392878,57.4723712743754,Grampian,AB41 7BY,"Methlick, Ellon",Scotland,Scotland,2010/09/07,,,0.85,2,Hill of Balquhindachy extension,2758,Private Developer,,0,0,0,0.0,0
4.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM65,-3.07266065105286,59.0957376608049,Orkney Islands,,"Evie, Orkney",Scotland,Scotland,2010/09/20,,,0.9,5,Hammar's Hill,2697,Hammers Hill Energy Ltd,,0,0,0,0.0,0
20.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN11,-7.34150765288463,54.4389940755251,Co. Tyrone,,"Hunter's Hill, (In the townlands of Tattymoyle Lower, Edergole, Killygordon and Tattanafinnell), Co Tyrone",Northern Ireland,Northern Ireland,2010/09/22,,,2.5,8,Hunter's Hill,3253,Wind Farm Developments  / RES UK & Ireland,,0,0,0,0.0,0
14.0,Renewable energy,Wind,,Onshore,BEIS,UKJ,UKJ1,UKJ12,-0.68654429417564,52.132793675753,Buckinghamshire,,"Petsoe Manor Farm, Near Emberton",South East,England,2010/09/25,,,2.0,7,Milton Keynes Wind Farm,2968,Gravis Capital Management,,0,0,0,0.0,0
15.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.01681082346237,54.5501925955624,Co. Tyrone,,"Lands to the East of Whitebridge Road and South of Gleneeny Road, on lands at Crockagarron in the Townland of Gleneeny, Co Tyrone.",Northern Ireland,Northern Ireland,2010/09/29,,,2.5,6,Crockagarran,4048,ESB,,0,0,0,0.0,0
2.6,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.813707957464,57.3152787226914,Grampian,, 3km south-east of Rhynie in Aberdeenshire,Scotland,Scotland,2010/10/07,,,0.85,3,Cairnmore Farm,2724,Private Developer,,0,0,0,0.0,0
20.7,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM91,-2.54549187700813,55.912887978481,Borders,,Lammermuir Hills on the East Lothian Council/Scottish Borders Council border approximately 11km from Dunbar and 16.5km from Duns.,Scotland,Scotland,2010/10/25,,,2.3,9,Crystal Rig Extension II,3536,Natural Power Consultants,,0,0,0,0.0,0
138.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM91,-2.52931143021911,55.8994811655169,Borders,,"Dundfar Common, Eastern Lammermuirs",Scotland,Scotland,2010/10/25,,,2.3,60,Crystal Rig Wind Farm Phase 2a,3440,Fred Olsen Renewables,,0,0,0,0.0,0
26.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM72,-3.77278491529455,56.209111210109,Clackmannanshire,,"Burnfoot Hill, Clackmannanshire",Scotland,Scotland,2010/10/26,,,2.0,13,Burnfoot Hill,2902,EDF Energies Nouvelles,,0,0,0,0.0,0
38.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-4.50000842347246,58.0019485323854,Highland,,"Albany Estate, Achany, Lairg, Highlands, IV27 4",Scotland,Scotland,2010/11/10,,,2.0,19,Achany Wind Farm,3205,Scottish and Southern Energy (SSE),,0,0,0,0.0,0
27.6,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM91,-2.87739106754353,55.7685531048131,Borders,,Oxton,Scotland,Scotland,2010/12/10,,,2.3,12,Toddleburn,3457,Scottish and Southern Energy (SSE),,0,0,0,0.0,0
10.0,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC14,-1.40960893351125,54.7657777263028,Durham,,Haswell MoorEasingtonCounty Durham,North East,England,2010/12/12,,,2.0,5,Haswell Moor,3507,E.ON UK Renewables Developments Ltd,,0,0,0,0.0,0
2.0,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,0.12329137851664,52.5697686712614,Cambridgeshire,,"Franks Farm, Stags Holt, Coldham Bank Road, March, Cambridgeshire, PE15 0BS",Eastern,England,2010/12/31,,,2.0,1,Stags Holt Extension,3741,E.ON UK,,1,1,1,2.0,0
12.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-3.58576545256815,55.7669348070489,Strathclyde,,"Stellashaw Moss, South Lanarkshire",Scotland,Scotland,2011/01/01,,,3.0,6,Muirhall,4683,Lomond Energy,,0,0,0,0.0,0
2.6,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM63,-6.45834126255276,57.4298083868788,Highland,,"Near Dunvegan, Isle of Skye. IV55 8",Scotland,Scotland,2011/01/01,,,1.3,2,Ben Aketil Extension,3668,Ben Aketil Wind Energy Ltd,,0,0,0,0.0,0
4.5,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE3,UKE31,-1.2359615042993,53.3144859795908,South Yorkshire,,"Loscar Farm, Packman Lane, Harthill",Yorkshire and Humber,England,2011/01/01,,,1.3,3,Loscar Farm,3247,REG Windpower (previously Cornwall Light and Power),,0,0,0,0.0,0
9.2,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK3,UKK30,-4.70530578785868,50.6377504729595,Cornwall,,DeleboleNorth Cornwall,South West,England,2011/01/02,,,2.3,4,Delabole (Repowering),3019,Good Energy Generation,,0,0,0,0.0,0
20.5,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC14,-1.39690592671594,54.6635809159973,Durham,,"Butterwick Moor, Sedgefield",North East,England,2011/01/04,,,2.05,10,Butterwick Moor,3218,E.ON UK,,0,0,0,0.0,0
15.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-4.88364135370662,57.1552273828173,Highland,,"Millennium Windfarm, on The Achlain and Invergarry amd Aberchalder Estates, Glengarry Invergarry, Inverness-Shire, (nr Glen Moriston, Fort Augustus)",Scotland,Scotland,2011/01/04,,,2.5,6,Millennium Extension II,2723,West Coast Energy Ltd/Falck Renewables,,0,0,0,0.0,0
2.4,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK3,UKK30,-4.48814559016694,50.9119269352433,Cornwall,,"Morwenstow,  Kilkhampton, North Cornwall",South West,England,2011/01/04,,,0.8,3,Crimp Wind Farm - resubmission,3458,Crimp Power Ltd (West Coast Energy),,0,0,0,0.0,0
4.1,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH14,1.70283375182767,52.4147938041502,Suffolk,,Whites LaneKessinglandLowestoftSuffolkNR33 7T,Eastern,England,2011/01/06,,,2.05,2,Wind Farm Africa Alive,2988,SLP Energy,,0,0,0,0.0,0
56.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM94,-4.7463104318296,55.12837291633,Strathclyde,,"Mark's Hill, Barrhill",Scotland,Scotland,2011/01/06,,,2.3,24,Mark Hill,3260,Force 9 Energy,,0,0,0,0.0,0
2.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.34102458318218,57.411157133112,Grampian,AB51 8SU,"St Katherine's, Inverurie, Aberdeenshire",Scotland,Scotland,2011/01/06,,,2.3,1,Denhill,3403,Private Developer,,0,0,0,0.0,0
15.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN10,-7.31670041302274,54.9292969770313,Co. Derry / Londonderry,,"Curryfree ,South of Newbuildings / Drumahoe and north of Dunamanagh,Co. Londonderry",Northern Ireland,Northern Ireland,2011/01/08,,,2.5,6,Curryfree Wind Farm,3243,ESB,,0,0,0,0.0,0
20.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-3.97866311977402,57.9923868201099,Highland,,"Dunrobin Glen, Golspie, The Highlands. KW10 6SE",Scotland,Scotland,2011/01/09,,,2.5,8,Kilbraur Windfarm Farlary - Extension,2673,Falck Renewables,,0,0,0,0.0,0
27.6,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN10,-7.28890269704568,54.920298820576,Co. Tyrone,,"Lands bounded by Bigwood Road, Kildoag Road & Castlewarren Road, within the townlands of Lisdillon, Kildoag in Co Derry, Knockbrack, Gosheden, Lackagh, Ardground, Legagh in Co Tyrone",Northern Ireland,Northern Ireland,2011/01/10,,,2.3,12,Slieve Kirk,4058,Airtricity,,0,0,0,0.0,0
12.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.24311087939416,57.4276159387637,Grampian,,"Methlick, Aberdeenshire",Scotland,Scotland,2011/01/12,,,2.0,6,Methlick Farmers Wind Energy Project,3548,Orkney Sustainable Energy,,0,0,0,0.0,0
4.0,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC2,UKC21,-1.62216593545866,55.1034957199144,Northumberland,,"Shotton Lane, Cramlington, Northumberland, NE23 3JU",North East,England,2011/01/20,,,2.0,2,MSD Cramlington,3068,,,0,0,0,0.0,0
6.5,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD11,-3.52038087848366,54.5787721160575,Cumbria,,Fairfield FarmPicaDistington,North West,England,2011/02/03,,,1.3,5,Fairfield Farm,3613,Windprospect,,0,0,0,0.0,0
19.5,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.33290012093073,54.4623965315213,Co. Tyrone,,"Screggagh, Screggagh & Stranisk townlands, Fintona. Co Tyrone",Northern Ireland,Northern Ireland,2011/03/21,,,2.5,8,Screggagh,3263,Screggagh Windfarm,,0,0,0,0.0,0
2.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.02677735917849,57.4937799860633,Grampian,,"Mintlaw, Stuartfield, Peterhead, Grampian. AB42 5DJ",Scotland,Scotland,2011/04/10,,,0.8,3,West Knock Wind Cluster,3681,West Knock Farm,,0,0,0,0.0,0
26.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL17,-3.65955439530095,51.7364754836,West Glamorgan,,"Maesgwyn, Glynneath, Neath, West Glamorgan. SA11",Wales,Wales,2011/04/14,,,2.0,13,Maesgwyn,2674,Pennant Wind Energy Ventures,,0,0,0,0.0,0
9.6,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM77,-3.43287921336013,56.3054106586505,Tayside,PH2 9QQ,"North of Glenfarg, Perth, Tayside",Scotland,Scotland,2011/05/25,,,0.8,12,Lochelbank Wind Farm II,3581,RWE npower,,0,0,0,0.0,0
4.6,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.30759879932992,57.4287235125576,Grampian,AB41 7DX,"Methlick, Ellon, Aberdeenshire",Scotland,Scotland,2011/05/25,,,2.3,2,Haddo,3404,Private Developer,,0,0,0,0.0,0
2.3,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN13,-6.01959992891462,54.6879216179241,Co. Antrim,,24 ROUGHFORT ROADMALLUSKNEWTOWNABBEYBT36 4RBNorthern Ireland,Northern Ireland,Northern Ireland,2011/05/30,,,2.3,1,Wind Turbine 1,2830,Brett Martin Ltd,,0,0,0,0.0,0
2.6,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK4,UKK43,-4.51301374692941,50.9298769014385,Devon,,"Torrington, Devon, EX38",South West,England,2011/06/05,,,0.85,3,Darracott Moor,3450,Gresham House,,0,0,0,0.0,0
120.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM94,-4.79705356157593,55.0687847956535,South Ayrshire,,Arecleoch and Kilgallioch Forest near Barrhill,Scotland,Scotland,2011/06/14,,,2.0,60,Arecleoch Windfarm,3258,Scottish Power Renewables,,0,0,0,0.0,0
