electrical_capacity,energy_source_level_1,energy_source_level_2,energy_source_level_3,technology,data_source,nuts_1_region,nuts_2_region,nuts_3_region,lon,lat,municipality,postcode,address,region,country,commissioning_date,solar_mounting_type,chp,capacity_individual_turbine,number_of_turbines,site_name,uk_beis_id,operator,comment
5.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM91,-2.36369161330864,55.93478155146605,Borders,,Land South West Of Neuk Farm Cockburnspath Scottish Borders,Scotland,Scotland,2017-03-15,,,2.5,2.0,Kinegar Quarry (resubmission),4601.0,Airvolution Energy,
2.5,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL2,UKL21,-2.95907300135836,51.55110787461166,Gwent,,"West Nash Road, Nash NP18 2YH",Wales,Wales,2017-03-15,,,2.5,1.0,Nash Waste Water Treatment Works Turbine,3887.0,Welsh Water,
35.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-4.65773614178259,54.80205053237316,Dumfries and Galloway,DG8 8AL,"Airies Farm, Glenluce ",Scotland,Scotland,2017-03-15,,,2.9,14.0,Airies Farm,4462.0,NTR,
25.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-3.51480219597585,55.24876813237754,Dumfries and Galloway,,"Nr Annandale, Dumfries and Galloway",Scotland,Scotland,2017-03-15,,,2.5,10.0,Minnygap (Resubmission),4437.0,Minnygap (formerly RES),
6.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN11,-6.70815938582147,54.81121507417004,Co. Derry / Londonderry,,"Creagh Concrete Products Ltd, Brackagh Quarry, 29 Disert Road, Draperstown, Magherafelt",Northern Ireland,Northern Ireland,2017-03-15,,,2.0,3.0,Draperstown (Brackagh) Wind Farm,4361.0,Renewable Energy Generation (REG),
7.1,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.09461211825678,54.5221960070843,Co. Tyrone,,"Altamooskan (Altamuskin) TD, Sixmilecross, Omagh, Co. Tyrone.",Northern Ireland,Northern Ireland,2017-03-15,,,2.35,3.0,Altamuskin,4139.0,Altamuskin Windfarm (Energia),
16.1,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN11,-7.08996645961552,54.47661673281211,Co. Tyrone,BT70 2DL,"Omagh Road, Ballygawley Co. Tyrone ",Northern Ireland,Northern Ireland,2017-03-16,,,2.0,7.0,Shantavny Scotch,4325.0,Tyrone Wind Energy Ltd,
9.0,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF1,UKF15,-0.81419708141218,53.04823396077894,Nottinghamshire,NG24 3SD,"Cotham Road, Hawton, Nottinghamshire",East Midlands,England,2017-03-16,,,2.5,3.0,Hawton Wind Farm,4532.0,Temporis Capital,
30.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM78,-3.67210866604669,55.80480910537473,Lothian,,Fauldhouse,Scotland,Scotland,2017-03-17,,,2.6,15.0,Tormywheel,4263.0,BlackRock (formerly Muirhall Energy),
2.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN11,-6.95517250804314,54.61449152101643,Co. Tyrone,,"(north of Loughmarve Road and west of Gortscraheen Road, with access via Loughmallon Road), Limehill, Pomeroy, County Tyrone.",Northern Ireland,Northern Ireland,2017-03-20,,,2.0,1.0,Crockbrack,3713.0,Gaelectric Developments/ CGN Europe Energy,
36.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-3.98421090063387,55.62400301539149,Strathclyde,,South Lanarkshire ML11 0HP,Scotland,Scotland,2017-03-20,,,2.5,12.0,Auchrobert Wind Farm,4337.0,Falck Renewables,
2.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.6130121356712,57.62232516019748,Aberdeen,AB45 3BS,Site at Cairnhill Banff,Scotland,Scotland,2017-03-27,,,0.8,3.0,Gawnsmoss Cluster,4892.0,Farm Energy Consulting,
15.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.89590283248326,54.33849476390745,Co. Fermanagh,,"Ora More Hill, in the Townlands of Killycreen East, Ora Beg and Mullylusty, near Boho and Belcoo, CoFermanagh",Northern Ireland,Northern Ireland,2017-03-30,,,2.3,6.0,Ora More,4654.0,Natural Power,
6.9,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM91,-2.3914969745242,55.92068887753691,Borders,,"Land North And South Of 1 Whinhouse, Hoprigshiels, Cockburnspath, Scottish Borders",Scotland,Scotland,2017-03-31,,,2.3,3.0,Hoprigshiels Community Wind Farm,4575.0,Private Developer,
1.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM77,-4.06848091743761,56.04545276298494,Stirling,,Land Some 1600 Metres North West Of Craigannet Farm Fintry,Scotland,Scotland,2017-03-31,,,1.5,1.0,Craigannet Farm Wind Turbine,6318.0,Clean Earth Energy,
13.8,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-6.97910931084101,54.62259501489981,Co. Tyrone,,"Loughmallon Road, Cregganconroe, Pomeroy ",Northern Ireland,Northern Ireland,2017-04-01,,,2.3,6.0,Cregganconroe,4653.0,Gaelectric Developments/ CGN Europe Energy,
17.9,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN12,-6.25775055539868,55.08465466962841,Co. Antrim,,"in the townlands of Shelton South, Aldorough, Altaveedan North, Altaveedan South and Turnavedog near Loughguile, Co Antrim",Northern Ireland,Northern Ireland,2017-04-24,,,2.35,6.0,Altaveedan Wind Farm,3850.0,NTR PLC,
7.5,Renewable energy,Wind,,Onshore,BEIS,UKF,UKF2,UKF25,-0.65648816038914,52.35355124405663,Northamptonshire,NN15 5,"Land at Glendon Farm, Burton Latimer, Kettering",East Midlands,England,2017-04-24,,,2.75,3.0,Burton Wold Wind Farm South,5277.0,Infinergy/ Muirhall Energy,
54.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-4.77301815880704,57.66872637398956,Highland,,"Garve, Highlands",Scotland,Scotland,2017-04-26,,,3.2,17.0,Corriemoillie (Resubmission),4120.0,EDF Energy Renewables,
31.0,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD12,-3.02626644287897,55.01068110417246,Cumbria,CA6 5NH,"Beck Burn Peat Works, Springfield, Longtown",North West,England,2017-04-26,,,3.45,9.0,Beck Burn (resubmission),4544.0,EDF Energy Renewables,
54.4,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC2,UKC21,-2.07142155858124,55.18221945883629,Northumberland,NE19 2,"Kirkwhelpington, Newcastle-upon-Tyne, Tyne and Wear",North East,England,2017-05-02,,,3.5,16.0,Ray Wind Farm,4026.0,Vattenfall,
2.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-5.08712733081509,54.86847072824646,Dumfries and Galloway,,Westerkirk,Scotland,Scotland,2017-05-15,,,2.5,1.0,Craig Wind Farm (Extension),4465.0,Temporis Capital,
9.2,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-3.26294384402932,58.59506949375206,Highland,,Land 978M SE Of 2 Lochend Holding Barrock,Scotland,Scotland,2017-05-15,,,2.3,4.0,Lochend Wind Farm,4299.0,Wind Harvest,
228.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL17,-3.69573023294525,51.65554278062078,Neath Port Talbot,,Land stretches from the Upper Afan Valley to end of Cynon Valley.,Wales,Wales,2017-05-19,,,3.0,76.0,Pen Y Cymoedd,4595.0,Vattenfall (previously Nuon Renewables),
5.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN13,-6.17780551846466,54.7901902855406,Co. Antrim,,"Tardee Mountain, 7km North East of Antrim and 4km South East of Kells",Northern Ireland,Northern Ireland,2017-05-31,,,1.6,3.0,Corby Knowe,4246.0,Gaelectric Developments/ CGN Europe Energy,
1.6,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD12,-3.00670628596056,54.86897121742486,Cumbria,CA5 6JU,"Orton Park Farm, Orton Park, Carlisle",North West,England,2017-06-15,,,0.8,2.0,Orton Park Farm,3359.0,Orton Park Wind Energy,
61.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-4.20314887548616,55.29220789821125,Dumfries and Galloway,,Near New Cummock,Scotland,Scotland,2017-06-15,,,3.0,30.0,Brochloch Rig (formerly Windy Standard II),4431.0,Fred Olsen Renewables,
6.9,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK1,UKK12,-2.49991790773713,51.57229693975071,Avon,BS35 3TD,"Land off Old Gloucester Road, Nr Alveston, South Gloucestershire",South West,England,2017-07-12,,,2.3,3.0,Alveston Wind Park,4335.0,Ecotricity,
2.5,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN12,-6.27971974424975,55.04449542146376,Co. Antrim,,"583m north of 42 Reservoir Road, Knockagallen, Corkey.",Northern Ireland,Northern Ireland,2017-07-13,,,2.5,1.0,Corkey Wind Farm Extension (Resubmission),3852.0,Northern Ireland Renewables,
12.5,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.04940405117957,54.56889038530723,Co. Tyrone,,"214 Loughmacrory Road, Crockdun, Sixmilecross, Omagh, Co. Tyrone.",Northern Ireland,Northern Ireland,2017-07-14,,,2.5,5.0,Crockdun,4320.0,ESB (Northern Wind Power),
22.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM63,-5.47063882202816,55.77701053836049,Strathclyde,,Land East Of Loch Freasdail And North Of Loch Cruinn Whitehouse By Tarbert Argyll And Bute,Scotland,Scotland,2017-08-02,,,2.0,11.0,Freasdail Wind Farm,3886.0,The Renewables Infrastructure Group (TRIG),
7.5,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK4,UKK43,-4.25969713404528,50.80787479522382,Devon,,Land At Dunsland Cross South Of Brandis Corner Holsworthy Devon EX22 7YH,South West,England,2017-08-03,,,3.0,3.0,Dunsland Cross Wind Farm,4227.0,Temporis Capital,
172.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-3.54790173121185,55.504142905123,Strathclyde,,"Upper Clyde Valley, surrounding Camps Reservoir",Scotland,Scotland,2017-08-15,,,3.2,54.0,Clyde Wind Farm Extension (Clyde 2),4178.0,Scottish and Southern Energy (SSE)/ GIB,
10.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.89923964484327,57.46387002575018,Grampian,,Land at Cairnborrow Huntly,Scotland,Scotland,2017-09-02,,,2.5,5.0,Cairnborrow - resubmission,4350.0,Engie (GDF Suez),
15.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN11,-6.77187410065656,54.7394804877653,Co. Derry / Londonderry,BT45 5NR,"approximately 450m west south-west of junction of Cullion Road and Drumard Road, Draperstown, Magherafelt.",Northern Ireland,Northern Ireland,2017-09-03,,,2.5,6.0,Crockandun,4156.0,Brookfield Renewable Energy Group,
29.9,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM91,-2.35265902777631,55.86740002157738,Borders,,Scottish Borders,Scotland,Scotland,2017-09-03,,,2.3,13.0,Quixwood Moor,4179.0,NTR PLC,
6.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL17,-3.61467844001647,51.64273885427455,Neath Port Talbot,,"Mynydd Y Gelli, Port Talbot, Bridgend",Wales,Wales,2017-09-14,,,2.0,3.0,Llynfi Afan Renewable Energy Park,4644.0,John Laing Environmental Assets Group,
18.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL17,-3.62108543315585,51.6448895746671,Neath Port Talbot,SA13 3NN,"Glyncorrwg and Gelli Mountain, Croeserw, Neath and Port Talbot",Wales,Wales,2017-09-14,,,2.0,12.0,"Llynfi Renewable Energy Park, Land at Mynydd Caerau",4656.0,John Laing Environmental Assets Group,
110.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-4.58190555374031,57.21914768959875,Highland,,Near Invermoriston,Scotland,Scotland,2017-09-15,,,3.43,32.0,Bhlaraidh (previously Balmacaan),4640.0,Scottish and Southern Energy (SSE),
18.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-3.2158986329257,58.43515888293186,Highland,KW1 5SG,"Wathegar, Bilbster, Wick",Scotland,Scotland,2017-09-15,,,2.05,9.0,Wathegar 2 Wind Farm,4425.0,BayWa r.e.,
8.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM78,-3.77897409254019,55.90429037256634,Lothian,,"DRUMDUFF, BLACKRIDGE",Scotland,Scotland,2017-11-07,,,2.83,3.0,Drumduff,4218.0,Green Breeze Energy Ltd,
1.7,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.87524511790192,57.3233276910104,Grampian,AB54 4LL,RhynieHuntly,Scotland,Scotland,2017-11-11,,,0.85,2.0,Upper Wheedlemont Farm,3776.0,J & A Wilson Ltd,
60.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM73,-2.49006634405071,55.91720922513684,Lothian,,East Lothian.,Scotland,Scotland,2017-11-15,,,3.2,19.0,"Aikengall II, Wester Dod Community Wind Farm",4332.0,Community Windpower,
7.5,Renewable energy,Wind,,Onshore,BEIS,UKJ,UKJ2,UKJ22,0.27088397019044,50.82947811235059,East Sussex,BN24 5BT,"Land off Shepham Lane, North of A27, Polegate",South East,England,2017-12-01,,,2.5,3.0,Shepham Lane (Resubmission),4326.0,Foresight,
12.0,Renewable energy,Wind,,Onshore,BEIS,UKC,UKC1,UKC13,-1.49723782268414,54.57464653476909,Durham,,"Bishopton Lane, Great Burdon, Darlington",North East,England,2017-12-15,,,2.5,6.0,Moor House Wind Farm (resubmission),4642.0,Banks Renewables,
6.9,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM5,UKM50,-2.61570749874837,57.59065747669427,Grampian,,"Deuchries Farm, Banff, Aberdeenshire",Scotland,Scotland,2017-12-15,,,2.3,3.0,Deuchries,4360.0,Force 9 Energy / Catamount Energy/ Green Cat,
239.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-4.80171590184171,54.98845254253762,Dumfries and Galloway,,"(Arecloch Phase 2) land five kilometres to the south of Barrhill, five kilometres to the northeast of New Luce and 11km to the northwest of Kirkcowan",Scotland,Scotland,2017-12-15,,,2.5,96.0,Kilgallioch wind farm,4386.0,Scottish Power Renewables,
4.5,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM91,-2.82545598565489,55.81727198194869,Lothian,EH36 5PN,"Humbie, East Lothian",Scotland,Scotland,2017-12-19,,,0.9,5.0,Keith Hill (resubmission),4516.0,Sky Wind Energy,
32.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-4.0465704082416,55.34417707744574,Dumfries and Galloway,,"located approximately 7km Southwest of Sanquhar, 5km to the Southwest of Kirkconnel and 4km Southwest of the small steading of Drumbuie",Scotland,Scotland,2018-01-02,,,3.4,9.0,Sanquhar Community Windfarm,4441.0,Community Windpower,
3.0,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE11,-0.33040026856782,53.7585352017821,Humberside,HU8 8BB,"Cleveland Street (former Adm Cocoa Plant), Dalton Street, Kingston Upon Hull, Humberside",Yorkshire and Humber,England,2018-01-03,,,3.0,1.0,Energy Works Hull - Wind Turbine,3893.0,Spencer Group,
8.8,Renewable energy,Wind,,Onshore,BEIS,UKJ,UKJ4,UKJ43,0.86324994778834,51.39604056857826,Kent,ME12 4DD,"New Rides Farm, Leysdown Road, Sheerness",South East,England,2018-01-12,,,2.0,4.0,New Rides Wind Farm,4403.0,Airvolution Energy,
4.0,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL16,-3.27591271243362,51.77485186345913,Mid Glamorgan,,"Pen Bryn Oer, Merthyr Road, Rhymney",Wales,Wales,2018-01-15,,,1.33,3.0,Pen Bryn Oer Wind Farm,4412.0,REG Windpower/ BlackRock,
57.4,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL14,-4.12337326389436,51.96064198342877,Dyfed,,"centred around the Afon Pib Valley, east of Alltwalis and the second area around Banc Llywelau, south of Rhydcymerau.",Wales,Wales,2018-01-18,,,2.05,28.0,Brechfa Forest West,3695.0,RWE Npower Renewables,
14.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM77,-3.3134138963848,56.65490919371172,Tayside,PH10,"Alyth, Blairgowrie, Tayside",Scotland,Scotland,2018-01-23,,,2.05,7.0,Tullymurdoch Wind Farm,4599.0,Temporis Capital,
9.2,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM77,-3.27941559718409,56.63697059739425,Tayside,,"Alyth, Blairgowrie",Scotland,Scotland,2018-01-23,,,2.3,4.0,Welton Of Creuchies,3396.0,Green Cat Renewables,
53.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-4.03211813494503,55.11991238903659,Dumfries and Galloway,,"Blackcraig Hill, 6km NE of Balmaclellan",Scotland,Scotland,2018-02-03,,,3.0,23.0,Blackcraig,4032.0,Blue Energy,
50.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM93,-4.17428308351269,55.31160025319072,Strathclyde,,To the south west of New Cumnock adjacent to Afton reservoir,Scotland,Scotland,2018-02-15,,,2.75,25.0,Afton Wind Farm,4262.0,InfraRed Capital Partners/ E.on,
21.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN15,-6.17570221517312,54.95148803903714,Co. Antrim,,"lands in the townland of Rathsherry, east of Tullymore Road and south and north of Longmore Road, Broughshane, Ballymena",Northern Ireland,Northern Ireland,2018-02-15,,,2.3,9.0,Rathsherry (Revised Application),4558.0,Energia (formerly Brookfield Renewable Energy Group),
13.2,Renewable energy,Wind,,Onshore,BEIS,UKD,UKD1,UKD12,-2.91534253162236,55.00957131573135,Cumbria,,"Land at Hallburn Farm, Hallburn, Longtown, Carlisle, Cumbria",North West,England,2018-02-15,,,2.2,6.0,Hallburn Farm (resubmission),4316.0,REG Windpower/ BlackRock,
22.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN15,-6.19286203266202,54.93261075078256,Co. Antrim,,"Carncoagh Hill, Elginny Hill, Clontrace Hill, Broughshane, Co Antrim",Northern Ireland,Northern Ireland,2018-03-15,,,2.0,11.0,Elginny Hill Resubmission,4563.0,Brookfields (Antrim Wind Energy),
25.3,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM92,-4.02944213559032,55.35741401327792,Dumfries and Galloway,,Whiteside Hill near Sanquhar,Scotland,Scotland,2018-04-30,,,2.3,11.0,Whiteside Hill,4502.0,Whiteside Hill Farm (Scotland),
1.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM91,-2.25083765578715,55.90390382269456,Borders,,Land North West Of Shepherds House Moorhouse Coldingham Scottish Borders,Scotland,Scotland,2018-05-15,,,0.5,2.0,Moorhouse Farm,3429.0,Urban Wind,
38.4,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.4410232901982,54.56830987799664,Co. Tyrone,,"Pollnalaght, Drumquin, Co Tyrone",Northern Ireland,Northern Ireland,2018-06-15,,,3.2,12.0,Pollnalaght (Cornavarrow),4107.0,Energia,
30.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.51413831898486,54.57782492407298,Co. Tyrone,,"Coolavannagh TD, Curraghmulkin TD, Dooish TD, Drumquin",Northern Ireland,Northern Ireland,2018-07-15,,,3.0,10.0,Curraghamulkin (Dooish Wind Farm),4151.0,DW Consultancy,
11.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.39852911181431,54.30309940616705,Co. Fermanagh,,"Eshnanumera and Eshnasillog More townlands (adjacent to Lisnaskea Forest), Brookeborough TD, Co. Fermanagh",Northern Ireland,Northern Ireland,2018-07-19,,,2.2,5.0,Teiges,4152.0,Energia,
25.0,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.58721136857881,54.63088957717267,Co. Tyrone,,"Castlecraig (Slieve Glass) in Castlecraig, Sloughan, Killoan and Curraghmacall townlands. The proposed site is approximately 5 km south of Killen and 5 km west of Drumquin beside Lough Hill.",Northern Ireland,Northern Ireland,2018-08-15,,,2.5,10.0,Castlecraig,4112.0,Renewable Energy Systems (RES),
1.5,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL15,-3.39139394971014,51.55887973832887,Mid Glamorgan,CF72 8LQ,"Land to the West of, Rhiwfelin Fach Farm, Llantrisant, Heol Sticil-Y-Beddau, Pontyclun",Wales,Wales,2018-08-31,,,1.5,1.0,West of Rhiwfelin Fach Farm,6079.0,Infinite Renewables,
177.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-3.13168099913662,57.35090038836656,Grampian,,"Glenlivet Estate, Dufftown, Speyside,  Moray",Scotland,Scotland,2018-09-15,,,3.0,59.0,Dorenell Wind Farm (Previously Site A and B Scaut Hill),4244.0,EDF Energy Renewables/ Infinergy,
6.9,Renewable energy,Wind,,Onshore,BEIS,UKN,UKN1,UKN16,-7.56923996234705,54.63549131214669,Co. Tyrone,,"Bullock Park, Drumquin, Co. Tyrone",Northern Ireland,Northern Ireland,2018-10-08,,,2.3,3.0,Slieveglass,4065.0,Slieveglass wind farm (Energia),
37.6,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL13,-3.50305623220334,53.10896511151877,Denbighshire,,"Land east of Llyn Brenig, Nantglyn, Denbigh, Clwyd",Wales,Wales,2018-10-15,,,3.0,16.0,Brenig Wind Farm (Resubmission),5598.0,CGNEE,
228.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-4.52637010387174,57.1269251842384,Highland,,located approximately 11 kilometres to the south-east of Fort Augustus,Scotland,Scotland,2018-11-12,,,3.6,66.0,Stronelairg Wind Farm,4597.0,Scottish and Southern Energy (SSE),
6.9,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM63,-5.66019401647835,55.54465898992289,Strathclyde,,Land South Of Auchadaduie Barr Glen Glenbarr Kintyre,Scotland,Scotland,2018-11-21,,,2.3,3.0,Auchadaduie Wind Farm,4184.0,Fyne Futures,
4.8,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM73,-2.84210150401574,55.83945162244027,East Lothian,EH36 5PN,"Humbie, Lothian",Scotland,Scotland,2019-01-03,,,0.8,6.0,Pogbie Wind Farm 2,5637.0,Mongoose (formerly Energy Law Unlimited/ Pogbie Windfarm),
39.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM62,-3.89170498445788,57.39288333097229,Highland,,"Approximately 8km North East Of Tomatin, DrynachanNairnshire",Scotland,Scotland,2019-01-03,,,3.0,13.0,Tom Nan Clach (redesign),4420.0,Infinergy,
26.7,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-3.42919310693002,58.42046342625982,Highland,,Bad A Cheo Achkeepster Spittal,Scotland,Scotland,2019-01-05,,,2.05,13.0,Bad a Cheo Wind Farm,4646.0,Innogy,
8.2,Renewable energy,Wind,,Onshore,BEIS,UKE,UKE1,UKE12,-0.16562907143862,53.85901863195505,Humberside,,Land North And North EastHomer HouseAldbrough RoadWithernwickEast Riding Of Yorkshire,Yorkshire and Humber,England,2019-01-08,,,2.05,4.0,Withernwick extension,4432.0,Energiekontor UK,
5.1,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM7,UKM73,-2.83302252229808,55.82184838313451,Lothian,,"Humbie, East Lammermuirs, East Lothian.EH36 5PN",Scotland,Scotland,2019-03-29,,,8.5,6.0,Pogbie Wind Farm 1,4434.0,Mongoose (formerly Energy Law Unlimited),
32.8,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL1,UKL18,-3.93812869310909,51.74924107949708,West Glamorgan,,"Swansea, West Glamorgan",Wales,Wales,2019-04-24,,,3.0,16.0,Mynydd Y Gwair Wind Farm (resubmission),4648.0,RWE Npower Renewables/ Innogy,
51.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-3.80401705546333,55.51288613743997,Strathclyde,ML3,"Middle Muir, Hamilton, Strathclyde (north of Crawfordjohn)",Scotland,Scotland,2019-05-16,,,3.4,15.0,Middle Muir Wind Farm,4440.0,Banks Renewables,
2.5,Renewable energy,Wind,,Onshore,BEIS,UKK,UKK1,UKK11,-2.68907064772633,51.51699349815163,Avon,BS11 9FG,"Accolade Wines, Kings Weston Lane, Avonmouth, Bristol, Avon",South West,England,2019-06-15,,,1.5,1.0,Accolade Wines,6293.0,Clean Earth Energy,
10.0,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM6,UKM61,-3.45459297844271,58.44892154891518,Highland,,Achlachan Windfarm Watten,Scotland,Scotland,2019-08-04,,,2.0,5.0,Achlachan Wind Farm,4330.0,Whirlwind Renewables,
6.2,Renewable energy,Wind,,Onshore,BEIS,UKH,UKH1,UKH12,-0.28770762480625,52.27734754399471,Cambridgeshire,,"Church Farm, Southoe, Huntingdonshire",Eastern,England,2019-09-05,,,3.0,3.0,Common Barn Wind Farm,4076.0,TCI Renewables,
88.4,Renewable energy,Wind,,Onshore,BEIS,UKM,UKM9,UKM95,-4.03610501064341,55.63265183902375,Strathclyde,,approximately 5 km south of the town of Strathaven,Scotland,Scotland,2019-09-15,,,3.4,26.0,Kype Muir Wind Farm,4643.0,Banks Renewables,
1.8,Renewable energy,Wind,,Onshore,BEIS,UKL,UKL2,UKL23,-3.2007686143448,53.28967033678745,Flintshire,CH8 7GJ,"Kingspan Ltd, 2-4 Bagillt Road, Greenfield, Holywell",Wales,Wales,2019-11-01,,,0.9,2.0,Kingspan,4790.0,Kingspan,
