OBJECTID;COUNTRY;NAME;N_TURBINES;POWER_MW;STATUS;TYPE_INST;UPDT_YEAR;START_YEAR;COAST_DIST_M;NOTES
1;Belgium;Belwind Alstom Haliade Demonstration Bligh Bank;1;6;Production; ;2024;2013;43900,77701; 
2;Denmark;Bochers Banke;0;1102,5;Planned; ;2024;0;17145,55062; 
3;Denmark;Bornholm Bassin Ost;0;1500;Planned; ;2024;0;41357,16176; 
4;Denmark;Bornholm Bassin Syd;0;1500;Planned; ;2024;0;52608,85867; 
5;Denmark;Femern;0;400;Planned; ;2024;0;1762,153578; 
6;Denmark;Femern Bugt;0;300;Planned; ;2024;0;10406,50282; 
7;Denmark;Frederikshavn Nord;0;500;Planned; ;2024;0;5195,759531; 
8;Denmark;Freya;0;1500;Planned; ;2024;0;60389,95911; 
9;Denmark;Gilleleje;0;210;Planned; ;2024;0;6142,347249; 
10;Denmark;Gjerrild Bugt;0;400;Planned; ;2024;0;9734,381239; 
11;Denmark;Grena;0;315;Planned; ;2024;0;9862,080525; 
12;Denmark;Guldborgsund;0;500;Planned; ;2024;0;8306,535564; 
13;Denmark;Guldborgsund Syd;0;500;Planned; ;2024;0;3520,970994; 
14;Denmark;Hanstholm Syd;0;500;Planned; ;2024;0;15722,17106; 
15;Denmark;Hirtshals Havn Offshore;0;350;Planned; ;2024;0;4444,277108; 
16;Denmark;Hirtshals Havn Syd;0;500;Planned; ;2024;0;7209,973165; 
17;Denmark;Klintebjerg;0;585;Planned; ;2024;0;12164,91089; 
18;Denmark;Laeso;0;540;Planned; ;2024;0;12084,02427; 
19;Denmark;Lolland;0;253;Planned; ;2024;0;20502,86457; 
20;Denmark;Lolland Syd;0;260;Planned; ;2024;0;5702,088481; 
21;Denmark;Lysegrund;0;550;Planned; ;2024;0;10304,95553; 
22;Denmark;Norddjurs;0;650;Planned; ;2024;0;18177,95313; 
23;Denmark;Odin (DK);0;2250;Planned; ;2024;0;130406,8978; 
24;Denmark;Romo;0;500;Planned; ;2024;0;11281,93967; 
25;Denmark;Sonderbjerg;0;285;Planned; ;2024;0;7410,848109; 
26;Denmark;Stevns Nord;0;350;Planned; ;2024;0;5186,762357; 
27;Denmark;Stokkebro;0;210;Planned; ;2024;0;23265,80119; 
28;Denmark;Thybo;0;4000;Planned; ;2024;0;115086,0186; 
29;Denmark;Thybo II;0;1760;Planned; ;2024;0;45544,13602; 
30;Denmark;Vigso Bay;0;450;Planned; ;2024;0;5189,609834; 
31;Denmark;Vindeby-Lolland;11;4,95;Dismantled; ;2024;1991;1676,312857; 
32;Estonia;Area 1 - Eesti Energia;0;1005;Planned; ;2024;0;12277,07761; 
33;Estonia;Area 2 - Eesti Energia;0;1005;Planned; ;2024;0;13651,72717; 
34;Estonia;ELWIND;0;1000;Planned; ;2024;0;10812,7116; 
35;Estonia;European Energy Estonia OÜ Area SaareWest;0;1000;Planned; ;2024;0;36846,3537; 
36;Estonia;Liivi Iaht Kihnu;0;960;Planned; ;2024;0;13628,2809; 
37;Estonia;Loode-Eesti Meretuulepark Hiiumaa;200;1100;Planned; ;2024;0;8027,171153; 
38;Estonia;Nasva Offshore;0;0;Planned; ;2024;0;984,0870188; 
39;Estonia;Saare;100;600;Planned; ;2024;0;17436,67701; 
40;Estonia;Saaremaa Roheenergia;0;0;Planned; ;2024;0;34021,57948; 
41;Estonia;Sõrve;0;1200;Planned; ;2024;0;17087,59829; 
42;Estonia;Sõrve 2;0;1200;Planned; ;2024;0;15059,82755; 
43;Estonia;Sunly SW1;0;84;Planned; ;2024;0;19392,69232; 
44;Estonia;Sunly SW10;0;72;Planned; ;2024;0;25851,33145; 
45;Estonia;Sunly SW11;0;108;Planned; ;2024;0;27920,97541; 
46;Estonia;Sunly SW12;0;72;Planned; ;2024;0;23116,20209; 
47;Estonia;Sunly SW13;0;72;Planned; ;2024;0;23116,20209; 
48;Estonia;Sunly SW2;0;114;Planned; ;2024;0;15080,9391; 
49;Estonia;Sunly SW3;0;144;Planned; ;2024;0;15706,99356; 
50;Estonia;Sunly SW4;0;132;Planned; ;2024;0;11615,19806; 
51;Estonia;Sunly SW5;0;84;Planned; ;2024;0;11157,10637; 
52;Estonia;Sunly SW6;0;492;Planned; ;2024;0;13029,02031; 
53;Estonia;Sunly SW7;0;252;Planned; ;2024;0;20115,39812; 
54;Estonia;Sunly SW8;0;120;Planned; ;2024;0;25473,22234; 
55;Estonia;Sunly SW9;0;120;Planned; ;2024;0;32967,48894; 
56;Estonia;Tuuletraal;0;1050;Planned; ;2024;0;31280,16435; 
57;Finland;Ajos 1;1;3;Dismantled; ;2025;2005;14,59668308;Decommission: 2016
58;Finland;Ajos 2-3;2;6;Dismantled; ;2025;2008;617,8415592;Decommission: 2016
59;Finland;Ajos 4;1;3;Dismantled; ;2025;2008;53,04014984;Decommission: 2016
60;Finland;Ajos 5;1;3;Dismantled; ;2025;2007;627,5147217;Decommission: 2016
61;Finland;Ajos 6-7;2;6;Dismantled; ;2025;2008;53,04014984;Decommission: 2016
62;Finland;Ajos 8-9-10-11;4;12;Dismantled; ;2025;2008;53,04014984;Decommission: 2016
63;Finland;Ajos Repowering Offshore Part;8;26,4;Production; ;2025;2017;787,9264653; 
64;Finland;Ajos Repowering Onshore Part;5;16;Production; ;2025;2017;787,9264653; 
65;Finland;Halla;0;1920;Planned; ;2024;0;33096,25476; 
66;Finland;Inkoo Inkoo-Raaseporin;60;300;Planned; ;2024;0;4411,254665; 
67;Finland;Kemi Ajos III Kemin Ajoksen III;0;189;Planned; ;2024;0;1272,295508; 
68;Finland;Korsnäs - Forststyrelsen;0;0;Planned; ;2024;0;15298,49182; 
69;Finland;Laine;0;1800;Planned; ;2024;0;31855,12917; 
70;Finland;Navakka;0;1500;Planned; ;2024;0;32683,58458; 
71;Finland;Noatun Syd;0;3000;Planned; ;2024;0;14040,41979; 
72;Finland;Norrskar;0;1550;Planned; ;2024;0;37726,72135; 
73;Finland;Pooki;0;2000;Planned; ;2024;0;11969,34737; 
74;Finland;Pori Offshore 1 Reposaaren Tuulipuisto;1;2,3;Production; ;2025;2010;918,3750599; 
75;Finland;Pori-Tahkoluoto Extension;0;0;Planned; ;2024;0;4409,467396; 
76;Finland;Pori-Tahkoluoto Pori 2;10;42;Production; ;2025;2017;5511,385051; 
77;Finland;Raahe Maanahkiaisen;70;350;Planned; ;2024;0;8449,569077; 
78;Finland;Raahe Pertunmatala;24;72;Planned; ;2024;0;7455,991538; 
79;Finland;Reimari;0;3600;Planned; ;2024;0;32691,16669; 
80;Finland;Tahkoluoto demonstration;2;30;Approved; ;2024;0;4185,066742; 
81;Finland;Tyrsky;0;1400;Planned; ;2024;0;13064,90044; 
82;Finland;Ulkonahkiainen;70;210;Planned; ;2024;0;17882,33654; 
83;Finland;Vagskär;98;1960;Planned; ;2024;0;33035,5802; 
84;Finland;Voima;0;1500;Planned; ;2024;0;32503,27472; 
85;Finland;Wellamo;0;2000;Planned; ;2024;0;16579,77092; 
86;France;AFLOWT France;0;6;Planned; ;2024;0;5500,835013; 
87;France;Eolink 20 MW Prototype;0;20;Planned; ;2024;0;6414,32643; 
88;France;Eolink Commercial;0;250;Planned; ;2024;0;6414,32643; 
89;France;Eolink Démonstrateur;0;5;Approved; ;2024;0;10339,6517; 
90;France;Eolink GW Scale;0;1000;Planned; ;2024;0;6414,32643; 
91;France;Eolink Prototype;1;0,2;Dismantled; ;2024;2018;406,0453311; 
92;France;FLOATGEN Demonstrator 1  IDEOL Gamesa;1;2;Production; ;2024;2018;10604,74102; 
93;France;Ideol & Quadran Floating Project Ailes Marines;0;500;Planned; ;2024;0;27892,70008; 
94;France;Le Carnet Prototype Haliade 150;1;6;Dismantled; ;2024;2012;5304,03498; 
